Date,Open,High,Low,Close,Volume,boll_mavg,boll_hband,boll_lband,boll_hband_ind,boll_lband_ind,boll_bandwidth,RSI,daily_return,ROC,MACD,on_balance_volume,avg_close,max_close,min_close,max_close_pct,min_close_pct,boll_hband_num,boll_lband_num,pct_change,DX-Y.NYB_Open,DX-Y.NYB_High,DX-Y.NYB_Low,DX-Y.NYB_Close,DX-Y.NYB_Volume,DX-Y.NYB_boll_mavg,DX-Y.NYB_boll_hband,DX-Y.NYB_boll_lband,DX-Y.NYB_boll_hband_ind,DX-Y.NYB_boll_lband_ind,DX-Y.NYB_boll_bandwidth,DX-Y.NYB_RSI,DX-Y.NYB_daily_return,DX-Y.NYB_ROC,DX-Y.NYB_MACD,DX-Y.NYB_on_balance_volume,DX-Y.NYB_avg_close,DX-Y.NYB_max_close,DX-Y.NYB_min_close,DX-Y.NYB_max_close_pct,DX-Y.NYB_min_close_pct,DX-Y.NYB_boll_hband_num,DX-Y.NYB_boll_lband_num,BTC-USD_Open,BTC-USD_High,BTC-USD_Low,BTC-USD_Close,BTC-USD_Volume,BTC-USD_boll_mavg,BTC-USD_boll_hband,BTC-USD_boll_lband,BTC-USD_boll_hband_ind,BTC-USD_boll_lband_ind,BTC-USD_boll_bandwidth,BTC-USD_RSI,BTC-USD_daily_return,BTC-USD_ROC,BTC-USD_MACD,BTC-USD_on_balance_volume,BTC-USD_avg_close,BTC-USD_max_close,BTC-USD_min_close,BTC-USD_max_close_pct,BTC-USD_min_close_pct,BTC-USD_boll_hband_num,BTC-USD_boll_lband_num,day
2020-03-16,1563.800048828125,1574.800048828125,1450.9000244140625,1516.699951171875,535860,1632.7850036621094,1711.6472122181358,1553.922795106083,0.0,1.0,9.659839890634647,25.9516033280521,-4.628063597840237,-7.692777450683586,-6.6378407393799534,933354,1632.7850036621094,1675.699951171875,1516.699951171875,1.026283281273109,0.9289036509829085,0.0,1.0,0.9069002206593855,98.47000122070312,98.47000122070312,97.44999694824219,98.08999633789062,0.0,97.93850021362304,100.61761406173153,95.25938636551456,0.0,0.0,5.4710126094739335,53.13463680815054,-0.6683581388449378,-0.3555527172238305,-0.3374029889445751,0.0,97.93850021362304,99.87000274658203,94.9000015258789,1.0197215857782793,0.9689754419240996,0.0,0.0,5385.2294921875,5385.2294921875,4575.35791015625,5014.47998046875,45368026429,7747.8988037109375,10749.271645742541,4746.525961679335,0.0,0.0,77.47578841876624,20.145077317266427,-7.006915676163484,-42.72599619959997,-968.433865929771,-359360501166,7747.8988037109375,9122.5458984375,4970.7880859375,1.1774219216787087,0.6415659537985562,0.0,4.0,20
2020-03-17,1512.800048828125,1554.300048828125,1465.5999755859375,1486.5,415321,1626.7350036621094,1727.8529156044567,1525.6170917197621,0.0,1.0,12.432007882625065,22.820295717271904,-1.9911618740767412,-9.497716894977168,-17.214846531710464,518033,1626.7350036621094,1675.699951171875,1486.5,1.0301001376373753,0.9137935783354928,0.0,2.0,0.8870919874172217,98.13999938964844,99.83000183105469,97.9800033569336,99.58000183105469,0.0,97.94450035095215,100.63771789763152,95.25128280427279,0.0,0.0,5.4994768200952535,63.35305205139365,1.519018808025474,1.4776364192614033,-0.12130093998943892,0.0,97.94450035095215,99.87000274658203,94.9000015258789,1.0196591170380211,0.9689160819222694,0.0,0.0,5002.578125,5371.3486328125,4981.9091796875,5225.62939453125,38622642935,7568.154150390625,10717.959012248613,4418.349288532636,0.0,0.0,83.23839074275236,24.34529391975387,4.210793838741411,-42.4411721078543,-976.8396773806271,-320737858231,7568.154150390625,9122.5458984375,4970.7880859375,1.205385846688475,0.6568032293159537,0.0,4.0,21
2020-03-18,1527.5999755859375,1547.0,1473.300048828125,1525.800048828125,412332,1622.1950073242188,1732.464745290874,1511.9252693575636,0.0,0.0,13.595127277397195,34.28516934435255,2.643797432097217,-2.610576601675216,-21.34388388149,930365,1622.1950073242188,1675.699951171875,1486.5,1.0329830529659387,0.916350989423864,0.0,2.0,0.9189905462600372,99.37999725341797,101.73999786376953,99.1500015258789,101.16000366210938,0.0,98.02250061035156,100.98034477350916,95.06465644719395,1.0,0.0,6.03503102806019,70.84331297110793,1.5866657983550692,3.9030433729822582,0.1775678511464207,0.0,98.02250061035156,101.16000366210938,94.9000015258789,1.0320079882906648,0.96814507827254,1.0,0.0,5227.11376953125,5331.833984375,5069.3359375,5238.4384765625,37878801016,7390.8513671875,10644.333192842183,4137.369541532816,0.0,0.0,88.0407862103377,24.612566599763753,0.24512036855608432,-42.57701156143556,-965.038176982137,-282859057215,7390.8513671875,9122.5458984375,4970.7880859375,1.2343024430092113,0.6725596063270683,0.0,4.0,22
2020-03-19,1487.199951171875,1502.800048828125,1460.0999755859375,1477.9000244140625,306016,1613.860009765625,1740.1348618624477,1487.5851576688021,0.0,1.0,15.648798697869863,28.543110971290815,-3.1393382410003,-7.33007404282197,-28.178041195635842,624349,1613.860009765625,1675.699951171875,1477.9000244140625,1.0383180331825874,0.9157547838543274,0.0,3.0,0.8998964747450556,100.79000091552734,102.83999633789062,100.7699966430664,102.76000213623047,0.0,98.16700057983398,101.69849494365076,94.6355062160172,1.0,0.0,7.194870665208519,76.29487393531215,1.5816512615651313,5.774575936426687,0.5342616232765778,0.0,98.16700057983398,102.76000213623047,94.9000015258789,1.0467876325981993,0.9667199870154105,2.0,0.0,5245.41650390625,6329.73583984375,5236.96875,6191.19287109375,51000731797,7266.788256835937,10504.5207744379,4029.055739233974,0.0,0.0,89.11041310598797,41.64926378629305,18.187755736638024,-30.513751243589155,-857.101825611162,-231858325418,7266.788256835937,9122.5458984375,4970.7880859375,1.2553752188741476,0.6840419605265685,0.0,4.0,23
2020-03-20,1471.5999755859375,1519.4000244140625,1457.5,1479.300048828125,253577,1604.4500122070312,1740.9673113412255,1467.932713072837,0.0,0.0,17.01733280507821,28.929662191804155,0.09473065775322809,-10.040134586154997,-32.627947029640836,877926,1604.4500122070312,1675.699951171875,1477.9000244140625,1.0444077025913912,0.9211256275794529,0.0,3.0,0.9302018508508537,102.94000244140625,102.98999786376953,101.08999633789062,102.81999969482422,0.0,98.34500045776367,102.3991176598017,94.29088325572565,1.0,0.0,8.244683884625442,76.47811647140077,0.05838610095998398,5.629755047361189,0.7942509726835993,0.0,98.34500045776367,102.81999969482422,94.9000015258789,1.0455030679366606,0.9649702687899798,3.0,0.0,6191.65380859375,6844.26171875,5865.78173828125,6198.7783203125,54442976102,7146.751733398438,10355.829019660054,3937.6744471368224,0.0,0.0,89.80519838865675,41.765682627103224,0.1225199953657663,-23.54847711789559,-761.7025512767186,-177415349316,7146.751733398438,9122.5458984375,4970.7880859375,1.2764604450726496,0.6955310987938546,0.0,4.0,24
2020-03-23,1496.199951171875,1576.0,1488.199951171875,1575.699951171875,170446437,1592.0500061035157,1730.8774893867305,1453.2225228203008,0.0,0.0,17.440090795010903,51.056094870349064,5.355708537943538,-5.533576068832434,-27.398481171146614,172740328,1592.0500061035157,1675.699951171875,1477.9000244140625,1.0525422849456152,0.9283000023543035,0.0,3.0,1.060006694363858,101.94999694824219,102.9800033569336,101.6500015258789,102.48999786376953,0.0,98.50500030517578,102.93117947114924,94.07882113920233,0.0,0.0,8.986709613239572,73.02815219418613,-0.3209510134547289,5.856226179319455,0.9443857702453897,0.0,98.50500030517578,102.81999969482422,94.9000015258789,1.043804876669004,0.9634028854562883,3.0,0.0,5831.37451171875,6443.9345703125,5785.00439453125,6416.31494140625,46491915999,6757.338037109375,9723.275021016249,3791.4010532025013,0.0,0.0,87.78418269498411,47.27742262455352,10.052048673231173,-18.898166338519925,-543.8687327633479,-213517488936,6757.338037109375,9122.5458984375,4970.7880859375,1.3500206513776694,0.7356133522756073,0.0,4.0,26
2020-03-24,1590.9000244140625,1698.0,1578.800048828125,1696.0999755859375,230724452,1594.8550048828124,1739.5859168852865,1450.1240928803384,0.0,0.0,18.14972665971082,65.99883915772287,7.641050209116207,1.417122149360076,-11.65308900301602,403464780,1594.8550048828124,1696.0999755859375,1477.9000244140625,1.0634822415787977,0.9266673270543841,0.0,3.0,1.1116135281871367,102.12999725341797,102.20999908447266,101.05000305175781,101.73999786376953,0.0,98.6435001373291,103.28721953731491,93.99978073734329,0.0,0.0,9.41515536963092,65.5599134867291,-0.7317787253707464,6.034394059074972,0.9742364512067923,0.0,98.6435001373291,102.81999969482422,94.9000015258789,1.0423393285080182,0.962050225243036,3.0,0.0,6436.642578125,6789.02294921875,6411.06640625,6734.8037109375,48221910672,6656.31591796875,9477.261602822902,3835.3702331145987,0.0,0.0,84.75996991786397,51.893295714228294,4.963733427047878,35.487644906658765,-438.0251312640139,-165295578264,6656.31591796875,9122.5458984375,4970.7880859375,1.3705097550750487,0.7467776690885177,0.0,4.0,27
2020-03-25,1671.699951171875,1679.0,1615.199951171875,1638.0999755859375,135796364,1594.6050048828124,1739.0186363296452,1450.1913734359796,0.0,0.0,18.11277789855498,56.72856728317771,-3.4196097420473803,-2.2438370043301927,-4.817269017031549,267668416,1594.6050048828124,1696.0999755859375,1477.9000244140625,1.0636489728756269,0.926812608695326,0.0,3.0,1.1083970150385436,101.5999984741211,101.91000366210938,100.83999633789062,101.05000305175781,0.0,98.74600028991699,103.5057206142319,93.98627996560208,0.0,0.0,9.640330363438386,59.35510981727329,-0.6781942466085211,6.480507299256283,0.9197240027190787,0.0,98.74600028991699,102.81999969482422,94.9000015258789,1.0412573612394023,0.9610515995306516,3.0,0.0,6738.716796875,6892.51123046875,6536.92626953125,6681.06298828125,44590107887,6536.430932617188,9130.02259741939,3942.839267814985,0.0,0.0,79.35803778970639,51.055256086140034,-0.7979552925792555,20.082940218730627,-356.74139997259863,-209885686151,6536.430932617188,9122.5458984375,4970.7880859375,1.3956463385722384,0.7604743532335001,0.0,4.0,28
2020-03-26,1628.9000244140625,1672.4000244140625,1611.0,1636.5999755859375,101608789,1594.3100036621095,1738.3547128540717,1450.2652944701472,0.0,0.0,18.069849509956466,56.50051766093764,-0.09156950261619556,-1.4274572393655902,0.19655909410039385,166059627,1594.3100036621095,1696.0999755859375,1477.9000244140625,1.0638457838751672,0.926984100343939,0.0,3.0,1.1063340239070651,100.95999908447266,101.0199966430664,99.23999786376953,99.41999816894531,0.0,98.79500007629395,103.56128388456268,94.0287162680252,0.0,0.0,9.648836083988057,47.54410341494274,-1.6130676235384334,3.1220769551935117,0.7223187111237195,0.0,98.79500007629395,102.81999969482422,94.9000015258789,1.0407409242919377,0.9605749425840665,3.0,0.0,6675.1708984375,6735.4638671875,6590.962890625,6716.4404296875,35319797641,6416.125659179687,8726.473435810538,4105.777882548836,0.0,0.0,72.01691174253695,51.6266555462218,0.5295181540467819,29.153220316703205,-287.3300039602718,-174565888510,6416.125659179687,8909.9541015625,4970.7880859375,1.388681359258424,0.7747335931343065,0.0,4.0,29
2020-03-27,1639.699951171875,1647.199951171875,1611.4000244140625,1630.5999755859375,50347295,1597.5050048828125,1741.792826710365,1453.21718305526,0.0,0.0,18.06414645168977,55.50875778866103,-0.36661371682178423,-0.7124199533779574,3.385210049196303,115712332,1597.5050048828125,1696.0999755859375,1477.9000244140625,1.0617180981604233,0.9251301372432796,0.0,3.0,1.0902647781517316,99.29000091552734,99.80999755859375,98.2699966430664,98.37000274658203,0.0,98.80700035095215,103.56773181888468,94.04626888301962,0.0,0.0,9.636425457756857,41.61684411545003,-1.0561209431718344,1.9272620134502167,0.47277114335503256,0.0,98.80700035095215,102.81999969482422,94.9000015258789,1.0406145245743552,0.9604582791583998,3.0,0.0,6719.38916015625,6793.83642578125,6466.70166015625,6469.79833984375,34585598366,6294.11787109375,8302.824753366787,4285.410988820713,0.0,0.0,63.82806688442195,47.3450504325987,-3.672214358569481,19.981833593653295,-252.32642414609745,-209151486876,6294.11787109375,8108.1162109375,4970.7880859375,1.288205333455016,0.7897513500289294,0.0,4.0,30
