Date,Open,High,Low,Close,Volume,boll_mavg,boll_hband,boll_lband,boll_hband_ind,boll_lband_ind,boll_bandwidth,RSI,daily_return,ROC,MACD,on_balance_volume,temp,pct_change,Future,DX-Y.NYB_DX-Y.NYB_DX-Y.NYB_Open,DX-Y.NYB_DX-Y.NYB_DX-Y.NYB_High,DX-Y.NYB_DX-Y.NYB_DX-Y.NYB_Low,DX-Y.NYB_DX-Y.NYB_DX-Y.NYB_Close,DX-Y.NYB_DX-Y.NYB_DX-Y.NYB_Volume,DX-Y.NYB_DX-Y.NYB_DX-Y.NYB_boll_mavg,DX-Y.NYB_DX-Y.NYB_DX-Y.NYB_boll_hband,DX-Y.NYB_DX-Y.NYB_DX-Y.NYB_boll_lband,DX-Y.NYB_DX-Y.NYB_DX-Y.NYB_boll_hband_ind,DX-Y.NYB_DX-Y.NYB_DX-Y.NYB_boll_lband_ind,DX-Y.NYB_DX-Y.NYB_DX-Y.NYB_boll_bandwidth,DX-Y.NYB_DX-Y.NYB_DX-Y.NYB_RSI,DX-Y.NYB_DX-Y.NYB_DX-Y.NYB_daily_return,DX-Y.NYB_DX-Y.NYB_DX-Y.NYB_ROC,DX-Y.NYB_DX-Y.NYB_DX-Y.NYB_MACD,DX-Y.NYB_DX-Y.NYB_DX-Y.NYB_on_balance_volume,BTC-USD_BTC-USD_BTC-USD_Open,BTC-USD_BTC-USD_BTC-USD_High,BTC-USD_BTC-USD_BTC-USD_Low,BTC-USD_BTC-USD_BTC-USD_Close,BTC-USD_BTC-USD_BTC-USD_Volume,BTC-USD_BTC-USD_BTC-USD_boll_mavg,BTC-USD_BTC-USD_BTC-USD_boll_hband,BTC-USD_BTC-USD_BTC-USD_boll_lband,BTC-USD_BTC-USD_BTC-USD_boll_hband_ind,BTC-USD_BTC-USD_BTC-USD_boll_lband_ind,BTC-USD_BTC-USD_BTC-USD_boll_bandwidth,BTC-USD_BTC-USD_BTC-USD_RSI,BTC-USD_BTC-USD_BTC-USD_daily_return,BTC-USD_BTC-USD_BTC-USD_ROC,BTC-USD_BTC-USD_BTC-USD_MACD,BTC-USD_BTC-USD_BTC-USD_on_balance_volume,SPX_SPX_SPX_Open,SPX_SPX_SPX_High,SPX_SPX_SPX_Low,SPX_SPX_SPX_Close,SPX_SPX_SPX_Adj Close,SPX_SPX_SPX_Volume,SPX_SPX_SPX_boll_mavg,SPX_SPX_SPX_boll_hband,SPX_SPX_SPX_boll_lband,SPX_SPX_SPX_boll_hband_ind,SPX_SPX_SPX_boll_lband_ind,SPX_SPX_SPX_boll_bandwidth,SPX_SPX_SPX_RSI,SPX_SPX_SPX_daily_return,SPX_SPX_SPX_ROC,SPX_SPX_SPX_MACD,SPX_SPX_SPX_on_balance_volume,SI=F_SI=F_SI=F_Open,SI=F_SI=F_SI=F_High,SI=F_SI=F_SI=F_Low,SI=F_SI=F_SI=F_Close,SI=F_SI=F_SI=F_Volume,SI=F_SI=F_SI=F_boll_mavg,SI=F_SI=F_SI=F_boll_hband,SI=F_SI=F_SI=F_boll_lband,SI=F_SI=F_SI=F_boll_hband_ind,SI=F_SI=F_SI=F_boll_lband_ind,SI=F_SI=F_SI=F_boll_bandwidth,SI=F_SI=F_SI=F_RSI,SI=F_SI=F_SI=F_daily_return,SI=F_SI=F_SI=F_ROC,SI=F_SI=F_SI=F_MACD,SI=F_SI=F_SI=F_on_balance_volume,CL=F_CL=F_CL=F_Open,CL=F_CL=F_CL=F_High,CL=F_CL=F_CL=F_Low,CL=F_CL=F_CL=F_Close,CL=F_CL=F_CL=F_Volume,CL=F_CL=F_CL=F_boll_mavg,CL=F_CL=F_CL=F_boll_hband,CL=F_CL=F_CL=F_boll_lband,CL=F_CL=F_CL=F_boll_hband_ind,CL=F_CL=F_CL=F_boll_lband_ind,CL=F_CL=F_CL=F_boll_bandwidth,CL=F_CL=F_CL=F_RSI,CL=F_CL=F_CL=F_daily_return,CL=F_CL=F_CL=F_ROC,CL=F_CL=F_CL=F_MACD,CL=F_CL=F_CL=F_on_balance_volume
2020-01-30,1576.800048828125,1585.0,1571.4000244140625,1583.5,251274,,,,0.0,0.0,,72.25678122429755,0.8727195022131706,,,1012343,1569.800048828125,1.0087271950221317,0.9996211079343622,98.02999877929688,98.06999969482422,97.79000091552734,97.87000274658203,0.0,,,,0.0,0.0,,,-0.12245649536019032,,,0.0,9316.0166015625,9553.1259765625,9230.8974609375,9508.9931640625,32378792850,,,,0.0,0.0,,74.83250965743335,2.064730312029206,6.331171738464785,,75467287283,,,,,,,,,,,,,,,,,,17.540000915527344,17.96500015258789,17.540000915527344,17.95199966430664,132,,,,0.0,0.0,,52.16964493946732,2.9889272889934704,,,159551,53.09000015258789,53.20000076293945,51.65999984741211,52.13999938964844,624979.0,,,,0.0,0.0,,12.139857236270515,-2.2313939631505852,,,-2881552.0
2020-01-31,1573.4000244140625,1589.0,1570.0,1582.9000244140625,62336,,,,0.0,0.0,,71.12858661893249,-0.037889206563779254,,,950007,1583.5,0.9996211079343622,1.0066965540605517,97.87000274658203,97.97000122070312,97.36000061035156,97.38999938964844,0.0,,,,0.0,0.0,,31.35560460225045,-0.49044992690608913,,,0.0,9508.3134765625,9521.7060546875,9230.7763671875,9350.529296875,29432489719,,,,0.0,0.0,,66.06662634614752,-1.6664631518128026,7.400253163279098,,46034797564,,,,,,,,,,,,,,,,,,17.972000122070312,17.972000122070312,17.972000122070312,17.972000122070312,50,,,,0.0,0.0,,52.80500692688149,0.11141075165814751,,,159601,52.91999816894531,53.36000061035156,50.970001220703125,51.560001373291016,720123.0,,,,0.0,0.0,,10.817327725278858,-1.1123859285517623,,,-3601675.0
2020-02-02,1597.800048828125,1598.5,1588.5999755859375,1593.5,372385,,,,0.0,0.0,,77.90175614894873,0.6696554060551696,2.2260681347785263,,1322392,1582.9000244140625,1.0066965540605517,0.9897709138198149,,,,,,,,,,,,,,,,,9389.8203125,9468.7978515625,9217.82421875,9344.365234375,30835736946,,,,0.0,0.0,,64.4498378094917,-0.516452796667688,6.842875831472714,,41121717114,,,,,,,,,,,,,,,,,,18.100000381469727,18.125,18.020000457763672,18.06999969482422,67168,,,,0.0,0.0,,55.98796426299374,0.5452902965071615,0.3164337145277425,,226769,51.0099983215332,51.27000045776367,50.58000183105469,51.0099983215332,568976.0,,,,0.0,0.0,,9.703504003426389,-1.0667242767815832,,,-4170651.0
2020-02-03,1592.9000244140625,1593.300048828125,1568.199951171875,1577.199951171875,1095,,,,0.0,0.0,,55.61095106135173,-1.0229086180185143,1.2778463828293567,,1321297,1593.5,0.9897709138198149,0.9830079079460408,97.37000274658203,97.88999938964844,97.41000366210938,97.80000305175781,0.0,,,,0.0,0.0,,53.72900586473366,0.4209915439767009,,,0.0,9344.68359375,9540.3720703125,9248.6337890625,9293.521484375,30934096508,,,,0.0,0.0,,61.510871017955125,-0.5441113304621492,7.057415743141382,,10187620606,,,,,,,,,,,,,,,,,,17.795000076293945,17.799999237060547,17.600000381469727,17.639999389648438,1,,,,0.0,0.0,,42.1341058510964,-2.379636482777281,-2.2443928231264723,,226768,51.0099983215332,51.970001220703125,49.79999923706055,50.11000061035156,827907.0,,,,0.0,0.0,,8.173364168411382,-1.7643555004817957,-14.400410272183272,,-4998558.0
2020-02-04,1577.699951171875,1577.699951171875,1547.800048828125,1550.4000244140625,1062,,,,0.0,0.0,,36.520464679837765,-1.699209205395924,-0.3855050055180267,,1320235,1577.199951171875,0.9830079079460408,1.00477297748809,97.81999969482422,98.01000213623047,97.79000091552734,97.95999908447266,0.0,,,,0.0,0.0,,59.45837782325537,0.1635951203704744,,,0.0,9292.841796875,9331.265625,9112.8115234375,9180.962890625,29893183716,,,,0.0,0.0,,55.307144284573276,-1.2111511652417528,9.212464476029568,,-19705563110,,,,,,,,,,,,,,,,,,17.527999877929688,17.527999877929688,17.527999877929688,17.527999877929688,19,,,,0.0,0.0,,39.31846366252295,-0.6349178888547691,-1.2562648845404505,,226749,49.939998626708984,51.54999923706055,49.310001373291016,49.61000061035156,876044.0,,,,0.0,0.0,,7.448346646373565,-0.9978048172218812,-14.964003290029263,,-5874602.0
2020-02-05,1553.199951171875,1560.699951171875,1547.699951171875,1557.800048828125,978,,,,0.0,0.0,,42.569124292328866,0.47729774880900244,0.1607406880674684,,1321213,1550.4000244140625,1.00477297748809,1.0046860486127882,97.94000244140625,98.31999969482422,97.9000015258789,98.2699966430664,0.0,,,,0.0,0.0,,67.99091202749435,0.31645320691195966,0.676156160831794,,0.0,9183.416015625,9701.2998046875,9163.7041015625,9613.423828125,35222060874,8987.442138671875,9759.975601134203,8214.908676209547,0.0,0.0,17.191397742372335,68.75833372008222,4.710409383547343,13.829830165498302,146.2954979642018,15516497764,,,,,,,,,,,,,,,,,,17.569000244140625,17.569000244140625,17.569000244140625,17.569000244140625,154,,,,0.0,0.0,,40.92422935440512,0.2339135468762965,-1.1366814773918383,,226903,49.5099983215332,51.880001068115234,49.470001220703125,50.75,859357.0,,,,0.0,0.0,,24.43029401729804,2.29792254711354,-10.556928976510838,,-5015245.0
2020-02-06,1553.5999755859375,1565.5999755859375,1551.5999755859375,1565.0999755859375,1305,,,,0.0,0.0,,48.000019556180376,0.46860486127882073,0.03195705022382808,,1322518,1557.800048828125,1.0046860486127882,1.0022362788669072,98.29000091552734,98.56999969482422,98.20999908447266,98.5,0.0,,,,0.0,0.0,,72.7235023657514,0.23405247256598205,0.994567038699719,,0.0,9617.8212890625,9824.619140625,9539.818359375,9729.8017578125,37628823715,9027.480322265625,9864.100355609944,8190.860288921305,0.0,0.0,18.534962214890832,71.33770999866509,1.2105773319493585,16.276038445146018,172.62849889966128,53145321479,,,,,,,,,,,,,,,,,,17.788999557495117,17.788999557495117,17.788999557495117,17.788999557495117,10,,,,0.0,0.0,,48.97439552895501,1.2522016637108502,0.09001766548392383,,226913,51.16999816894531,52.20000076293945,50.2400016784668,50.95000076293945,887946.0,,,,0.0,0.0,,27.039890221858755,0.3940901732797153,-8.346823847656404,,-4127299.0
2020-02-07,1564.9000244140625,1571.9000244140625,1560.5,1568.5999755859375,110,,,,0.0,0.0,,50.49398805366824,0.22362788669072486,-0.15912418298317596,,1322628,1565.0999755859375,1.0022362788669072,1.0055463938401106,98.45999908447266,98.70999908447266,98.41999816894531,98.68000030517578,0.0,,,,0.0,0.0,,75.83081008740062,0.1827414265743954,1.1791259512688748,,0.0,9726.0029296875,9834.716796875,9726.0029296875,9795.943359375,34522718159,9070.137060546875,9969.76360443527,8170.51051665848,0.0,0.0,19.83711024173107,72.75801256292411,0.6797836503646293,13.948318977493749,194.85906684604743,87668039638,,,,,,,,,,,,,,,,,,17.665000915527344,17.665000915527344,17.665000915527344,17.665000915527344,0,,,,0.0,0.0,,45.12358508657241,-0.6970523641141368,-2.1708938818227566,,226913,51.11000061035156,51.47999954223633,50.09000015258789,50.31999969482422,750659.0,,,,0.0,0.0,,24.12417458315268,-1.2365084566858142,-7.141537239267125,,-4877958.0
2020-02-09,1575.800048828125,1580.199951171875,1569.300048828125,1577.300048828125,204217,,,,0.0,0.0,,56.28471930113717,0.5546393840110575,-0.3159956927071496,,1526845,1568.5999755859375,1.0055463938401106,0.998351551654245,,,,,,,,,,,,,,,,,9863.89453125,10129.435546875,9850.392578125,10116.673828125,35807884663,9201.03232421875,10213.814123065486,8188.250525372014,0.0,0.0,22.01452539582791,78.88636844647246,2.549940694219166,8.100408256285272,246.12355694388134,158647968062,,,,,,,,,,,,,,,,,,17.704999923706055,17.760000228881836,17.670000076293945,17.719999313354492,22478,,,,0.0,0.0,,47.17072854487886,0.3113410414760098,-2.877508916031189,,249391,50.11000061035156,50.15999984741211,49.560001373291016,49.7599983215332,479627.0,,,,0.0,0.0,,21.802256065846862,-1.1128803193308001,-5.471126712591834,,-5357585.0
2020-02-10,1569.300048828125,1574.699951171875,1568.5999755859375,1574.699951171875,431,1569.6300109863282,1591.9939024306395,1547.266119542017,0.0,0.0,2.8495749046309635,54.18025877632927,-0.16484483457549493,-0.1331873155262006,1.7424423037343786,1526414,1577.300048828125,0.998351551654245,0.994221136808212,98.69999694824219,98.87999725341797,98.5999984741211,98.83000183105469,0.0,,,,0.0,0.0,,78.13695327080794,0.1520080314298955,1.1669560458166646,,0.0,10115.5595703125,10165.765625,9784.5634765625,9856.611328125,39386548074,9256.5681640625,10285.118959114197,8228.017369010804,0.0,0.0,22.223156073001654,65.34966281946325,-2.5706324471686526,5.795888128052272,243.17665001308524,119261419988,,,,,,,,,,,,,,,,,,17.780000686645508,17.780000686645508,17.757999420166016,17.757999420166016,7,17.807549953460693,18.25741821289252,17.357681694028866,0.0,0.0,5.052556478656973,48.64157228469125,0.21444756367956508,-1.3444476657443576,-0.056099780485890705,249398,50.119998931884766,50.4900016784668,49.41999816894531,49.56999969482422,768345.0,,,,0.0,0.0,,21.038884325414898,-0.3818300504780492,-6.71810262669978,,-6125930.0
2020-02-11,1570.9000244140625,1571.0999755859375,1561.9000244140625,1565.5999755859375,128,1569.9700073242188,1591.8668534781716,1548.073161170266,0.0,0.0,2.7894604421485343,47.30256233231216,-0.5778863191787997,-0.2294147143739742,1.1075035692292658,1526286,1574.699951171875,0.994221136808212,1.0011497501636402,98.86000061035156,98.94999694824219,98.70999908447266,98.72000122070312,0.0,,,,0.0,0.0,,72.50030523373165,-0.11130285167818554,0.8891188146641877,,0.0,9855.8916015625,10210.052734375,9729.3349609375,10208.236328125,37648059388,9332.936181640625,10405.054925770462,8260.817437510788,0.0,0.0,22.974950717843022,72.45147099645168,3.5674025108068053,7.353493182697424,267.2280453151707,156909479376,,,,,,,,,,,,,,,,,,17.69499969482422,17.71500015258789,17.572999954223633,17.572999954223633,1,17.785549926757813,18.23611202250192,17.334987831013706,0.0,0.0,5.0666085400738785,42.27483430800231,-1.0417810112793302,0.9826429305782987,-0.06524614601022094,249397,49.61000061035156,50.689998626708984,49.58000183105469,49.939998626708984,715894.0,52.585499954223636,58.1183533432164,47.05264656523087,0.0,0.0,21.043266276099622,26.599717577141433,0.746417054998294,-6.619298701997174,-1.5789950721441102,-5410036.0
2020-02-12,1565.199951171875,1568.699951171875,1561.0,1567.4000244140625,440,1570.4750061035156,1591.6331527424504,1549.3168594645808,0.0,0.0,2.6944900818803843,48.73291170734365,0.11497501636401619,-0.152887268404288,0.7741548189485457,1526726,1565.5999755859375,1.0011497501636402,1.0049125628760618,98.7699966430664,99.05000305175781,98.70999908447266,99.05000305175781,0.0,,,,0.0,0.0,,77.83105419879307,0.3342806188959768,1.1127031211435867,,0.0,10202.3876953125,10393.611328125,10202.3876953125,10326.0546875,43444303830,9428.913134765626,10495.77683888753,8362.049430643721,0.0,0.0,22.62962207570329,74.40452972295786,1.1541499979814906,10.432836042244434,290.6057232497842,200353783206,,,,,,,,,,,,,,,,,,17.47800064086914,17.47800064086914,17.47800064086914,17.47800064086914,7,17.75719995498657,18.210240521773766,17.304159388199377,0.0,0.0,5.102612663433707,39.33705795961319,-0.5405981539973737,0.26963964011281927,-0.07911207755874372,249390,49.959999084472656,51.72999954223633,49.95000076293945,51.16999816894531,725733.0,52.21699981689453,57.05216371695358,47.38183591683548,0.0,0.0,18.519500993983417,41.751765434580896,2.462954697757036,-4.050259868642231,-1.3894476002711542,-4684303.0
2020-02-13,1570.199951171875,1575.0999755859375,1570.199951171875,1575.0999755859375,36,1571.4100036621094,1591.6294827376776,1551.1905245865412,0.0,0.0,2.5734186531137624,54.590997997844894,0.4912562876061788,-0.5304720185704137,1.1806473205231214,1526762,1567.4000244140625,1.0049125628760618,1.004825075045227,98.98999786376953,99.11000061035156,98.8499984741211,99.06999969482422,0.0,,,,0.0,0.0,,78.11666336067279,0.020188432559620217,1.0712131072410989,,0.0,10323.9609375,10457.626953125,10116.1611328125,10214.3798828125,49356071372,9517.360400390626,10535.619735283395,8499.101065497856,0.0,0.0,21.397935815291316,69.23509670144112,-1.0814856987217514,8.746042961420224,293.21032905095126,150997711834,,,,,,,,,,,,,,,,,,17.600000381469727,17.600000381469727,17.600000381469727,17.600000381469727,10,17.74965000152588,18.20785563210879,17.29144437094297,0.0,0.0,5.162982149434151,44.80968234454033,0.6980188587206726,-1.9607803554986827,-0.07744381423645308,249400,51.720001220703125,51.959999084472656,50.599998474121094,51.41999816894531,795256.0,51.8709997177124,55.81165465935404,47.93034477607076,0.0,0.0,15.19405819470267,44.34630418718736,0.4885675375140508,-1.380899940796834,-1.203428517624566,-3889047.0
